resturaunt,Title_link,top_review,description_1,num_reviews,lemon--li__373c0__1r9wz5,street_address,phone,food_type,description_2,extras,price,Headline,Mon_hrs,Tues_hrs,Wed_hrs,Thu_hrs,Fri_hrs,Sat_hrs,Sun_hrs,Field1,Field1_link,Headline1,full_address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Knight Moves Cafe,https://www.yelp.com/biz/knight-moves-cafe-brookline,“I LOVE THIS PLACE!!! I came with a few friends a few weeks ago and I never wanted to leave. We came on a Saturday afternoon and it was pretty empty. They have…” read more,Cafes,100 reviews,https://www.yelp.com/biz/knight-moves-cafe-brookline?hrid=GAZNAHEmD2MMieyzIA0htA,1402 Beacon St,(617) 487-5259,,,Offers takeout and delivery,$,Knight Moves Cafe,3:00 pm - 11:00 pm,3:00 pm - 11:00 pm,3:00 pm - 11:00 pm,3:00 pm - 11:00 pm,3:00 pm - 2:00 am,10:00 am - 2:00 am,10:00 am - 2:00 am,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341448%2C-71.125010&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341448%2C-71.125010&client=gme-yelp&sensor=false&size=315x150&signature=YyYCMMzWLCDhrP0fyzTnzYGc9Jc=,https://www.yelp.com/map/knight-moves-cafe-brookline,Knight Moves Cafe,"1402 Beacon St, Brookline, MA 02446",42.341516,-71.125088,1,rooftop,1402,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Martin’s Coffee Shop,https://www.yelp.com/biz/martins-coffee-shop-brookline,“Came here for breakfast at about noon on a Sunday.  We were told the wait would be approximately 20 minutes and we must have been seated by minute 15.  Good…” read more,"Coffee & Tea,",243 reviews,https://www.yelp.com/biz/martins-coffee-shop-brookline?hrid=KaFZWvV5jbNu3B05IEELQw,35 Harvard St,(617) 566-0005,Breakfast & Brunch,"Diners,",Offers takeout and delivery,$,Martin's Coffee Shop,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 3:00 pm,8:00 am - 3:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.334467%2C-71.118896&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.334467%2C-71.118896&client=gme-yelp&sensor=false&size=315x150&signature=9fhl7eVxDF0sDtgQ6RZOW2YWxE0=,https://www.yelp.com/map/martins-coffee-shop-brookline,Martin’s Coffee Shop,"35 Harvard St, Brookline, MA 02445",42.334476,-71.118895,1,rooftop,35,Harvard St,Brookline,MA,Norfolk County,2445,US,City of Brookline
Citra,https://www.yelp.com/biz/citra-brookline,"“A nice place for a quick snack or small meal between stops.

Located in the Brigham Medical Building at 850 Boylston, the location of the lobby and near the…” read more","Bakeries,",8 reviews,https://www.yelp.com/biz/citra-brookline?hrid=MUOcGQTfngWnjB1Gu6y01g,850 Boylston St,(617) 566-2729,Bagels,"Coffee & Tea,",Offers takeout and delivery,$$,Citra,6:00 am - 5:00 pm,6:00 am - 5:00 pm,6:00 am - 5:00 pm,6:00 am - 5:00 pm,6:00 am - 5:00 pm,Closed,Closed,,,,"850 Boylston St, Chestnut Hill, MA 02467",42.325771,-71.149669,1,rooftop,850,Boylston St,Chestnut Hill,MA,Norfolk County,2467,US,City of Brookline
Stoked Wood Fired Pizza,https://www.yelp.com/biz/stoked-wood-fired-pizza-boston-3,"“Honestly the best pizza in Boston comes from a food truck. The crust is the perfect blend of chewiness and crispness, the sauce is sweet and the cheese…” read more","Food Trucks,",70 reviews,https://www.yelp.com/biz/stoked-wood-fired-pizza-boston-3?hrid=lZ_HKDpZp2GP08J8oewp_Q,1632 Beacon,(617) 879-0707,,Pizza,,$,Stoked Wood Fired Pizza,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 2:30 pm,11:00 am - 2:30 pm,11:00 am - 2:30 pm,Closed,Closed,https://maps.googleapis.com/maps/api/staticmap?scale=1&language=en&client=gme-yelp&path=color%3A0x0947a766%7Cweight%3A0%7Cfillcolor%3A0x0947a766%7C42.285183%2C-71.193466%7C42.271720%2C-71.173553%7C42.271720%2C-70.968933%7C42.423963%2C-70.968933%7C42.423963%2C-71.173553%7C42.361335%2C-71.193466%7C42.285183%2C-71.193466&sensor=false&size=315x150&signature=khKubenwON_8wg7_tJO06ESGJoU=,https://www.yelp.com/map/stoked-wood-fired-pizza-boston-3,Stoked Wood Fired Pizza,"1632 Beacon St, Brookline, MA 02446",42.339686,-71.135468,1,rooftop,1632,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Anna’s Taqueria,https://www.yelp.com/biz/annas-taqueria-brookline-20,“Anna's is a must if you're in the Boston area.  Reminds me of all the times I used to come here for lunch during my free blocks in high school.  You have not…” read more,Mexican,583 reviews,https://www.yelp.com/biz/annas-taqueria-brookline-20?hrid=L9pVcHtmjqIcbvnd2cEspw,1412 Beacon St,(617) 739-7300,,,Offers takeout and delivery,$$,Anna's Taqueria,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341344%2C-71.125588&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341344%2C-71.125588&client=gme-yelp&sensor=false&size=315x150&signature=RpcM7HAUYQrzev1LzHXue6kXzYw=,https://www.yelp.com/map/annas-taqueria-brookline-20,Anna’s Taqueria,"1412 Beacon St, Brookline, MA 02446",42.341388,-71.125498,1,rooftop,1412,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Shawarma King,https://www.yelp.com/biz/shawarma-king-brookline,"“Used my Food for All app to get a HUGE platter for $7.

Shameless plug: get the Food for All app and use my code: kay1730 to get a meal for free! 
Basically…” read more",Middle Eastern,355 reviews,https://www.yelp.com/biz/shawarma-king-brookline?hrid=7LOA958q7RRBxsrrVaoPfg,1383 Beacon St,(617) 731-6035,,,Offers takeout and delivery,$,Shawarma King,Closed,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 8:30 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341105%2C-71.124126&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341105%2C-71.124126&client=gme-yelp&sensor=false&size=315x150&signature=tIigLu7p3ObM0JQLOQTcF98nqGw=,https://www.yelp.com/map/shawarma-king-brookline,Shawarma King,"1383 Beacon St, Brookline, MA 02446",42.341126,-71.124005,1,rooftop,1383,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Chicken and Rice Guys,https://www.yelp.com/biz/chicken-and-rice-guys-boston-3,“Incredible! Absolutely love love love this place! They offer halal chicken so that was an added bonus! I got the salad bowl with halal shawarma chicken.…” read more,"Halal,",136 reviews,https://www.yelp.com/biz/chicken-and-rice-guys-boston-3?hrid=WXi_vpfUHgqVGF_kGju1aA,,(617) 423-0490,Food Trucks,"Mediterranean,",,$,Chicken and Rice Guys,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&language=en&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.357457%2C-71.058131&client=gme-yelp&path=color%3A0x0947a766%7Cweight%3A0%7Cfillcolor%3A0x0947a766%7C42.271720%2C-71.173553%7C42.271720%2C-70.968933%7C42.423963%2C-70.968933%7C42.423963%2C-71.173553%7C42.271720%2C-71.173553&sensor=false&size=315x150&signature=oxSvWtLAXhnlYZ2LklE9Iu8zWIw=,https://www.yelp.com/map/chicken-and-rice-guys-boston-3,Chicken and Rice Guys,"280 Washington St, Boston, MA 02108",42.3573,-71.05744,1,rooftop,280,Washington St,Boston,MA,Suffolk County,2108,US,City of Boston
Bully Boy Distillers,https://www.yelp.com/biz/bully-boy-distillers-roxbury,"“Came to the area for a school event and I wanted a drink that wasn't beer. Enter this hidden gem! It's a little hard to find, and definitely doesn't look like…” read more","Distilleries,",113 reviews,https://www.yelp.com/biz/bully-boy-distillers-roxbury?hrid=VIcW3jaXZgGK7qjoosuVxw,,(617) 442-6000,Cocktail Bars,"Tours,",,$$,Bully Boy Distillers,Closed,Closed,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 11:00 pm,12:00 pm - 11:00 pm,12:00 pm - 8:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&language=en&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.325397%2C-71.070728&client=gme-yelp&path=color%3A0x0947a766%7Cweight%3A0%7Cfillcolor%3A0x0947a766%7C42.271720%2C-71.173553%7C42.271720%2C-70.968933%7C42.423963%2C-70.968933%7C42.423963%2C-71.173553%7C42.271720%2C-71.173553&sensor=false&size=315x150&signature=lcd9V5wJZRsNL1b_rYavSHp1pRI=,https://www.yelp.com/map/bully-boy-distillers-roxbury,Bully Boy Distillers,"44 Cedric St, Roxbury, MA 02119",42.325567,-71.070511,1,rooftop,44,Cedric St,Boston,MA,Suffolk County,2119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
BAB Korean Bistro,https://www.yelp.com/biz/bab-korean-bistro-brookline-2,,Korean,105 reviews,,1374 Beacon St,(617) 383-5575,,,,$$,BAB Korean Bistro,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:00 am - 9:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341775%2C-71.123609&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341775%2C-71.123609&client=gme-yelp&sensor=false&size=315x150&signature=Rvizjdfe4UuEKWaHqag10h4lG9Y=,https://www.yelp.com/map/bab-korean-bistro-brookline-2,BAB Korean Bistro,"1374 Beacon St, Brookline, MA 02446",42.341839,-71.123659,1,rooftop,1374,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
The Coffee Trike,https://www.yelp.com/biz/the-coffee-trike-boston,"“First the basics - a delicious latte, probably the best since Bird Rock Coffee Roasters in La Jolla (which is more of a place for fancy latte variations…” read more","Coffee & Tea,",35 reviews,https://www.yelp.com/biz/the-coffee-trike-boston?hrid=RZJFIod6mhD4jVkIrdJhUQ,,(978) 918-6525,,Food Trucks,,$$,The Coffee Trike,Closed,7:00 am - 3:00 pm,Closed,7:00 am - 3:00 pm,Closed,10:00 am - 4:00 pm,10:00 am - 4:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&language=en&client=gme-yelp&path=color%3A0x0947a766%7Cweight%3A0%7Cfillcolor%3A0x0947a766%7C42.190373%2C-71.904831%7C41.787441%2C-71.466064%7C41.787441%2C-71.363754%7C41.848082%2C-70.561752%7C42.001346%2C-70.561752%7C42.655172%2C-70.613251%7C43.020714%2C-71.403923%7C43.020714%2C-71.506233%7C42.342813%2C-71.904831%7C42.190373%2C-71.904831&sensor=false&size=315x150&signature=0IjHvPAhwDAshH_rjh-8UFdtxRw=,https://www.yelp.com/map/the-coffee-trike-boston,The Coffee Trike,"Boston, MA 02111",42.351047,-71.059365,1,place,,,Boston,MA,Suffolk County,2111,US,TIGER/LineÂ® dataset from the US Census Bureau
U-Sushi,https://www.yelp.com/biz/u-sushi-brookline,"“Actually delicious sushi place- cheap too.

Good wine list
Great sushi
Cozy atmosphere 
Very comfy chairs 

Rolls were good, but some of the fancier rolls were…” read more","Sushi Bars,",147 reviews,https://www.yelp.com/biz/u-sushi-brookline?hrid=N1-QxW5ZWgjAD2rI1i2THg,1393 Beacon St,(617) 278-1688,,Japanese,Offers takeout and delivery,$$,U-Sushi,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,12:00 pm - 10:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341054%2C-71.124450&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341054%2C-71.124450&client=gme-yelp&sensor=false&size=315x150&signature=jaS92_AiF53RPvpo-s8CaHX9PJU=,https://www.yelp.com/map/u-sushi-brookline,U-Sushi,"1393 Beacon St, Brookline, MA 02446",42.341049,-71.124362,1,rooftop,1393,Beacon St,Brookline,MA,Norfolk County,2446,US,City of Brookline
White Mountain Creamery,https://www.yelp.com/biz/white-mountain-creamery-chestnut-hill,"“Great classic ice cream place that has awesome banana splits!

They also make their own hot fudge and the ice cream flavors are pretty classic. A good place to…” read more",Ice Cream & Frozen Yogurt,167 reviews,https://www.yelp.com/biz/white-mountain-creamery-chestnut-hill?hrid=_N4piVbXpPy5RGVdGziVJA,19 Commonwealth Ave,(617) 527-8790,,,,$,White Mountain Creamery,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.340048%2C-71.167429&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.340048%2C-71.167429&client=gme-yelp&sensor=false&size=315x150&signature=tLJCnMGEOucRzK7WT25M2b8X6gw=,https://www.yelp.com/map/white-mountain-creamery-chestnut-hill,White Mountain Creamery,"19 Commonwealth Ave, Chestnut Hill, MA 02467",42.340021,-71.167399,1,rooftop,19,Commonwealth Ave,Chestnut Hill,MA,Middlesex County,2467,US,Town of Newton
Starbucks,https://www.yelp.com/biz/starbucks-brookline-14,“There are other Starbucks closer in proximity to my abode but I always come here for my regular cup of joe. The consistency here both in service and coffee are…” read more,Coffee & Tea,36 reviews,https://www.yelp.com/biz/starbucks-brookline-14?hrid=AnA9OFVLUjtHlVfPf1Bg8Q,1655 Beacon Street,(617) 232-5940,,,Offers delivery,$$,Starbucks,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:30 pm,5:30 am - 10:30 pm,5:30 am - 9:30 pm,,,,"1655 Beacon St, Brookline, MA 02445",42.338676,-71.136633,1,rooftop,1655,Beacon St,Brookline,MA,Norfolk County,2445,US,City of Brookline
The Ellis Room,https://www.yelp.com/biz/the-ellis-room-brookline,"“LOVE this spot.  Speakeasy vibe with awesome live music and a nice ambiance. Chad, the old bartender who is no longer there was great - booked cool bands and…” read more",Cocktail Bars,48 reviews,https://www.yelp.com/biz/the-ellis-room-brookline?hrid=0EPHQtGb1CTQowrvH98_ug,6 Harvard Sq,(617) 566-3782,,,,$$,The Ellis Room,Closed,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,Closed,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.333151%2C-71.118509&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.333151%2C-71.118509&client=gme-yelp&sensor=false&size=315x150&signature=av4GQSoV2XpSJGkb9ygHELn8tqA=,https://www.yelp.com/map/the-ellis-room-brookline,The Ellis Room,"6 Harvard Sq, Brookline, MA 02445",42.33306,-71.118474,1,rooftop,6,Harvard Sq,Brookline,MA,Norfolk County,2445,US,City of Brookline
Grainne O Malleys,https://www.yelp.com/biz/grainne-o-malleys-brookline-2,"“A cozy delicious Irish pub.
My order was a Caesar salad ($11) and added steak tips ($7) 
I also had a cider and a slice of chocolate cake.

Salad was tasty.…” read more","Irish Pub,",58 reviews,https://www.yelp.com/biz/grainne-o-malleys-brookline-2?hrid=kuWcsOSJ9YPy1f7hNsMItA,201 Harvard St,(617) 232-8787,Chicken Wings,"American (Traditional),",,$$,Grainne O Malleys,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.339696%2C-71.120732&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.339696%2C-71.120732&client=gme-yelp&sensor=false&size=315x150&signature=kM4nT85oGxWvKXvTjjMyWVrhRig=,https://www.yelp.com/map/grainne-o-malleys-brookline-2,Grainne O Malleys,"201 Harvard St, Brookline, MA 02446",42.339674,-71.120716,1,rooftop,201,Harvard St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Prairie Fire,https://www.yelp.com/biz/prairie-fire-brookline,"“A combination of great ambiance and amazing food. A brookline gem.

I recommend the fire roasted oysters and the mushroom campanelle.

Also thank you for the…” read more","American (New),",114 reviews,https://www.yelp.com/biz/prairie-fire-brookline?hrid=cHovnDYmjVgclDDliKvmww,242 Harvard St,(617) 396-8199,Breakfast & Brunch,"Bars,",,$$,Prairie Fire,4:30 pm - 10:00 pm,4:30 pm - 10:00 pm,4:30 pm - 10:00 pm,4:30 pm - 10:00 pm,4:30 pm - 10:00 pm,10:30 am - 10:00 pm,10:30 am - 10:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341317%2C-71.121185&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341317%2C-71.121185&client=gme-yelp&sensor=false&size=315x150&signature=JTgCTRrFXoQvo-d4EUU0SS5CnLA=,https://www.yelp.com/map/prairie-fire-brookline,Prairie Fire,"242 Harvard St, Brookline, MA 02446",42.341158,-71.121184,1,rooftop,242,Harvard St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Village Fare Pizza,https://www.yelp.com/biz/village-fare-pizza-brookline,“I was skeptical as I browsed around in my travels. My sister said go there!! My thoughts were it's probably not good. OMGNS I was horribly wrong. First the…” read more,"Pizza,",67 reviews,https://www.yelp.com/biz/village-fare-pizza-brookline?hrid=GWsF5g9t9Fdsju8HRi4TMQ,387 Washington St,(617) 739-2774,,Burgers,Offers takeout and delivery,$,Village Fare Pizza,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.334810%2C-71.122986&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.334810%2C-71.122986&client=gme-yelp&sensor=false&size=315x150&signature=Onf06P3Njr_HU1QMfBjQS4qP-E8=,https://www.yelp.com/map/village-fare-pizza-brookline,Village Fare Pizza,"387 Washington St, Brookline, MA 02446",42.334816,-71.122908,1,rooftop,387,Washington St,Brookline,MA,Norfolk County,2446,US,City of Brookline
Andalus Pizza & Cafe,https://www.yelp.com/biz/andalus-pizza-and-cafe-brighton,“My roommate and I are always coming in for their froyo- it's delicious. The staff is very friendly and welcoming- they're always smiling when we walk in (too…” read more,"Pizza,",86 reviews,https://www.yelp.com/biz/andalus-pizza-and-cafe-brighton?hrid=v0oiLXM2bfAa5LyecxoAYg,153 Sutherland Rd,(617) 277-5400,Ice Cream & Frozen Yogurt,"Sandwiches,",Offers takeout and delivery,$,Andalus Pizza & Cafe,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.341077%2C-71.146941&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.341077%2C-71.146941&client=gme-yelp&sensor=false&size=315x150&signature=Kh5_1kwcRXvQZiwsYYq3YQ-ifTw=,https://www.yelp.com/map/andalus-pizza-and-cafe-brighton,Andalus Pizza & Cafe,"153 Sutherland Rd, Brighton, MA 02135",42.341037,-71.146899,1,rooftop,153,Sutherland Rd,Brighton,MA,Suffolk County,2135,US,City of Boston
Starbucks,https://www.yelp.com/biz/starbucks-brighton-22,"“2.5/5 for the donuts, 4/5 overall

Pros:
-Fair amount of seating
-Efficient staff (one of whom even checked with a customer make sure he spelled their name…” read more",Coffee & Tea,37 reviews,https://www.yelp.com/biz/starbucks-brighton-22?hrid=-Sq5arNbrTcNqGTMu7pP7w,1948 Beacon St,(617) 232-0119,,,,$$,Starbucks,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:00 am - 10:00 pm,5:30 am - 10:00 pm,5:30 am - 9:30 pm,,,,"1948 Beacon St, Brighton, MA 02135",42.33631,-71.15017,1,rooftop,1948,Beacon St,Brighton,MA,Suffolk County,2135,US,City of Boston
Magnolia Smokehouse,https://www.yelp.com/biz/magnolia-smokehouse-brookline,"“Update:

I returned to Magnolia Smokehouse to give it a second chance after I saw a sign out front saying it was under new management. Who knows what really…” read more","Barbeque,",108 reviews,https://www.yelp.com/biz/magnolia-smokehouse-brookline?hrid=4J1E9XKCvA6PNx6sn-YuIw,6 Harvard Square,(617) 566-3782,American (New),"Cocktail Bars,",Offers delivery,$$,Magnolia Smokehouse,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,4:30 pm - 12:00 am,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.333124%2C-71.118687&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.333124%2C-71.118687&client=gme-yelp&sensor=false&size=315x150&signature=y08dv33lSvwDIQ2kPjgleHqH2mE=,https://www.yelp.com/map/magnolia-smokehouse-brookline,Magnolia Smokehouse,"6 Harvard Square, Brookline, MA 02445",42.33306,-71.118474,1,rooftop,6,Harvard Sq,Brookline,MA,Norfolk County,2445,US,City of Brookline
Anatolia Buffet and Kebab House,https://www.yelp.com/biz/anatolia-buffet-and-kebab-house-brookline,"“Love this restaurant food taste delicious, nice portions and price is great. Verity of menu options. 

Will always go back to get authentic Turkish dish.....” read more","Turkish,",51 reviews,https://www.yelp.com/biz/anatolia-buffet-and-kebab-house-brookline?hrid=uLXTQAQImTPZ4Mn-KVFsWg,305 Washington St,(617) 277-4466,,Buffets,,$$,Anatolia Buffet and Kebab House,,,,,,,,https://maps.googleapis.com/maps/api/staticmap?scale=1&center=42.333439%2C-71.119576&language=en&zoom=15&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.333439%2C-71.119576&client=gme-yelp&sensor=false&size=315x150&signature=00T0ilrAQBwXIcoT8FqmpH3rTbM=,https://www.yelp.com/map/anatolia-buffet-and-kebab-house-brookline,Anatolia Buffet and Kebab House,"305 Washington St, Brookline, MA 02445",42.333435,-71.119598,1,rooftop,305,Washington St,Brookline,MA,Norfolk County,2445,US,City of Brookline
Quebrada Baking Company,https://www.yelp.com/biz/quebrada-baking-company-wellesley,“This is a review of their catering and food truck.  I always stop at the food truck at Dewey Square when it's there.  The savory croissants are to die for and…” read more,"Bakeries,",118 reviews,https://www.yelp.com/biz/quebrada-baking-company-wellesley?hrid=HZ9WBuXF_4pVeUQ9SCioUQ,,(781) 237-2111,,Cupcakes,,$$,Quebrada Baking Company,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,https://maps.googleapis.com/maps/api/staticmap?scale=1&language=en&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C42.312839%2C-71.273547&client=gme-yelp&path=color%3A0x0947a766%7Cweight%3A0%7Cfillcolor%3A0x0947a766%7C42.274768%2C-71.316719%7C42.271720%2C-71.173553%7C42.271720%2C-70.968933%7C42.423963%2C-70.968933%7C42.424217%2C-71.204796%7C42.424217%2C-71.307106%7C42.350933%2C-71.316719%7C42.274768%2C-71.316719&sensor=false&size=315x150&signature=lth5vZE9-l3y_RSEchHJSlS7dZk=,https://www.yelp.com/map/quebrada-baking-company-wellesley,Quebrada Baking Company,"272 Washington St, Wellesley, MA 02482",42.250572,-71.1701,0.8,rooftop,272,Washington St,Dedham,MA,Norfolk County,2026,US,City of Dedham